"TOA5","CR300Series_NRCS_A3","CR300","20805","CR300-CELL205.Std.10.07","CPU:nrcs_marena_A3.CR300","31781","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2024-09-12 00:00:00",15372,"Site 1",36.06351,-97.21697,330,12.66,18.18
"2024-09-12 01:00:00",15373,"Site 1",36.06351,-97.21697,330,12.66,17.76
"2024-09-12 02:00:00",15374,"Site 1",36.06351,-97.21697,330,12.65,17.38
"2024-09-12 03:00:00",15375,"Site 1",36.06351,-97.21697,330,12.64,16.35
"2024-09-12 04:00:00",15376,"Site 1",36.06351,-97.21697,330,12.63,15.22
"2024-09-12 05:00:00",15377,"Site 1",36.06351,-97.21697,330,12.61,14.33
"2024-09-12 06:00:00",15378,"Site 1",36.06351,-97.21697,330,12.59,14.18
"2024-09-12 07:00:00",15379,"Site 1",36.06351,-97.21697,330,12.57,13.86
"2024-09-12 08:00:00",15380,"Site 1",36.06351,-97.21697,330,12.57,15.24
"2024-09-12 09:00:00",15381,"Site 1",36.06351,-97.21697,330,12.9,22.09
"2024-09-12 10:00:00",15382,"Site 1",36.06351,-97.21697,330,13.55,29.96
"2024-09-12 11:00:00",15383,"Site 1",36.06351,-97.21697,330,13.47,33.9
"2024-09-12 12:00:00",15384,"Site 1",36.06351,-97.21697,330,13.42,36.71
"2024-09-12 13:00:00",15385,"Site 1",36.06351,-97.21697,330,13.37,39.61
"2024-09-12 14:00:00",15386,"Site 1",36.06351,-97.21697,330,13.36,36.8
"2024-09-12 15:00:00",15387,"Site 1",36.06351,-97.21697,330,13.36,38.43
"2024-09-12 16:00:00",15388,"Site 1",36.06351,-97.21697,330,13.36,38.6
"2024-09-12 17:00:00",15389,"Site 1",36.06351,-97.21697,330,13.36,37.99
"2024-09-12 18:00:00",15390,"Site 1",36.06351,-97.21697,330,13.35,35.99
"2024-09-12 19:00:00",15391,"Site 1",36.06351,-97.21697,330,13.22,31.64
"2024-09-12 20:00:00",15392,"Site 1",36.06351,-97.21697,330,12.92,24.59
"2024-09-12 21:00:00",15393,"Site 1",36.06351,-97.21697,330,12.77,21.33
"2024-09-12 22:00:00",15394,"Site 1",36.06351,-97.21697,330,12.71,20.41
"2024-09-12 23:00:00",15395,"Site 1",36.06351,-97.21697,330,12.67,18.79
"2024-09-13 00:00:00",15396,"Site 1",36.06351,-97.21697,330,12.66,17
"2024-09-13 01:00:00",15397,"Site 1",36.06351,-97.21697,330,12.65,15.74
"2024-09-13 02:00:00",15398,"Site 1",36.06351,-97.21697,330,12.65,14.42
"2024-09-13 03:00:00",15399,"Site 1",36.06351,-97.21697,330,12.64,13.64
"2024-09-13 04:00:00",15400,"Site 1",36.06351,-97.21697,330,12.62,12.85
"2024-09-13 05:00:00",15401,"Site 1",36.06351,-97.21697,330,12.61,12.56
"2024-09-13 06:00:00",15402,"Site 1",36.06351,-97.21697,330,12.59,12.54
"2024-09-13 07:00:00",15403,"Site 1",36.06351,-97.21697,330,12.58,12.43
"2024-09-13 08:00:00",15404,"Site 1",36.06351,-97.21697,330,12.58,12.93
"2024-09-13 09:00:00",15405,"Site 1",36.06351,-97.21697,330,13.1,19.94
"2024-07-10 10:00:00",13846,"Site 1",36.06351,-97.21697,330,13.47,34.19
"2024-07-10 11:00:00",13847,"Site 1",36.06351,-97.21697,330,13.38,36.01
"2024-07-10 12:00:00",13848,"Site 1",36.06351,-97.21697,330,13.33,39.16
"2024-07-10 13:00:00",13849,"Site 1",36.06351,-97.21697,330,13.33,40.72
"2024-07-10 14:00:00",13850,"Site 1",36.06351,-97.21697,330,13.34,39.36
"2024-07-10 15:00:00",13851,"Site 1",36.06351,-97.21697,330,13.34,40.03
"2024-07-10 16:00:00",13852,"Site 1",36.06351,-97.21697,330,13.34,39.07
"2024-07-10 17:00:00",13853,"Site 1",36.06351,-97.21697,330,13.34,38.44
"2024-07-10 18:00:00",13854,"Site 1",36.06351,-97.21697,330,13.34,36.85
"2024-07-10 19:00:00",13855,"Site 1",36.06351,-97.21697,330,13.36,34.05
"2024-07-10 20:00:00",13856,"Site 1",36.06351,-97.21697,330,13.13,31.18
"2024-07-10 21:00:00",13857,"Site 1",36.06351,-97.21697,330,12.92,26.58
"2024-07-10 22:00:00",13858,"Site 1",36.06351,-97.21697,330,12.78,23.28
"2024-07-10 23:00:00",13859,"Site 1",36.06351,-97.21697,330,12.71,22.93
"2024-07-11 00:00:00",13860,"Site 1",36.06351,-97.21697,330,12.68,22.25
"2024-07-11 01:00:00",13861,"Site 1",36.06351,-97.21697,330,12.66,20.88
"2024-07-11 02:00:00",13862,"Site 1",36.06351,-97.21697,330,12.65,20.1
"2024-07-11 03:00:00",13863,"Site 1",36.06351,-97.21697,330,12.64,20.46
"2024-07-11 04:00:00",13864,"Site 1",36.06351,-97.21697,330,12.64,20.96
"2024-07-11 05:00:00",13865,"Site 1",36.06351,-97.21697,330,12.63,20.52
"2024-07-11 06:00:00",13866,"Site 1",36.06351,-97.21697,330,12.62,20.88
"2024-07-11 07:00:00",13867,"Site 1",36.06351,-97.21697,330,12.61,20.99
"2024-07-11 08:00:00",13868,"Site 1",36.06351,-97.21697,330,12.65,21.99
"2024-07-11 09:00:00",13869,"Site 1",36.06351,-97.21697,330,12.95,26.76
"2024-07-11 10:00:00",13870,"Site 1",36.06351,-97.21697,330,13.47,34.28
"2024-07-11 11:00:00",13871,"Site 1",36.06351,-97.21697,330,13.34,36.09
"2024-07-11 12:00:00",13872,"Site 1",36.06351,-97.21697,330,13.26,37.38
"2024-07-11 13:00:00",13873,"Site 1",36.06351,-97.21697,330,13.24,38.56
"2024-07-11 14:00:00",13874,"Site 1",36.06351,-97.21697,330,13.34,38.55
"2024-07-11 15:00:00",13875,"Site 1",36.06351,-97.21697,330,13.34,39.12
"2024-07-11 16:00:00",13876,"Site 1",36.06351,-97.21697,330,13.34,39.05
"2024-07-11 17:00:00",13877,"Site 1",36.06351,-97.21697,330,13.34,38.56
"2024-07-11 18:00:00",13878,"Site 1",36.06351,-97.21697,330,13.34,37.47
"2024-07-11 19:00:00",13879,"Site 1",36.06351,-97.21697,330,13.34,35.75
"2024-07-11 20:00:00",13880,"Site 1",36.06351,-97.21697,330,13.17,32.43
"2024-07-11 21:00:00",13881,"Site 1",36.06351,-97.21697,330,12.94,29.18
"2024-07-11 22:00:00",13882,"Site 1",36.06351,-97.21697,330,12.79,26.57
"2024-07-11 23:00:00",13883,"Site 1",36.06351,-97.21697,330,12.71,25.06
"2024-07-12 00:00:00",13884,"Site 1",36.06351,-97.21697,330,12.68,24.97
"2024-07-12 01:00:00",13885,"Site 1",36.06351,-97.21697,330,12.67,24.2
"2024-07-12 02:00:00",13886,"Site 1",36.06351,-97.21697,330,12.66,24.42
"2024-07-12 03:00:00",13887,"Site 1",36.06351,-97.21697,330,12.66,24.22
"2024-07-12 04:00:00",13888,"Site 1",36.06351,-97.21697,330,12.65,23.47
"2024-07-12 05:00:00",13889,"Site 1",36.06351,-97.21697,330,12.64,22.83
"2024-07-12 06:00:00",13890,"Site 1",36.06351,-97.21697,330,12.63,21.61
"2024-07-12 07:00:00",13891,"Site 1",36.06351,-97.21697,330,12.62,21.72
"2024-07-12 08:00:00",13892,"Site 1",36.06351,-97.21697,330,12.77,25.31
"2024-07-12 09:00:00",13893,"Site 1",36.06351,-97.21697,330,13.17,28.32
"2024-07-12 10:00:00",13894,"Site 1",36.06351,-97.21697,330,13.48,31.05
"2024-07-12 11:00:00",13895,"Site 1",36.06351,-97.21697,330,13.47,34.12
"2024-07-12 12:00:00",13896,"Site 1",36.06351,-97.21697,330,13.4,37.31
"2024-07-12 13:00:00",13897,"Site 1",36.06351,-97.21697,330,13.42,34.87
"2024-07-12 14:00:00",13898,"Site 1",36.06351,-97.21697,330,13.42,36.69
"2024-07-12 15:00:00",13899,"Site 1",36.06351,-97.21697,330,13.39,37.63
"2024-07-12 16:00:00",13900,"Site 1",36.06351,-97.21697,330,13.39,38.06
"2024-07-12 17:00:00",13901,"Site 1",36.06351,-97.21697,330,13.39,38.02
"2024-07-12 18:00:00",13902,"Site 1",36.06351,-97.21697,330,13.39,37.09
"2024-07-12 19:00:00",13903,"Site 1",36.06351,-97.21697,330,13.38,34.98
"2024-07-12 20:00:00",13904,"Site 1",36.06351,-97.21697,330,13.11,30.82
"2024-07-12 21:00:00",13905,"Site 1",36.06351,-97.21697,330,12.92,28.43
"2024-07-12 22:00:00",13906,"Site 1",36.06351,-97.21697,330,12.78,26.94
"2024-07-12 23:00:00",13907,"Site 1",36.06351,-97.21697,330,12.71,26.28
"2024-07-13 00:00:00",13908,"Site 1",36.06351,-97.21697,330,12.68,24.91
"2024-07-13 01:00:00",13909,"Site 1",36.06351,-97.21697,330,12.67,24.26
"2024-07-13 02:00:00",13910,"Site 1",36.06351,-97.21697,330,12.66,22.92
"2024-07-13 03:00:00",13911,"Site 1",36.06351,-97.21697,330,12.66,22.41
"2024-07-13 04:00:00",13912,"Site 1",36.06351,-97.21697,330,12.65,21.81
"2024-07-13 05:00:00",13913,"Site 1",36.06351,-97.21697,330,12.63,21.43
"2024-07-13 06:00:00",13914,"Site 1",36.06351,-97.21697,330,12.62,21.22
"2024-07-13 07:00:00",13915,"Site 1",36.06351,-97.21697,330,12.61,21.6
"2024-07-13 08:00:00",13916,"Site 1",36.06351,-97.21697,330,12.68,23.17
"2024-07-13 09:00:00",13917,"Site 1",36.06351,-97.21697,330,13.02,24.47
"2024-07-13 10:00:00",13918,"Site 1",36.06351,-97.21697,330,13.36,28.45
"2024-07-13 11:00:00",13919,"Site 1",36.06351,-97.21697,330,13.47,34.25
"2024-07-13 12:00:00",13920,"Site 1",36.06351,-97.21697,330,13.41,36.32
"2024-07-13 13:00:00",13921,"Site 1",36.06351,-97.21697,330,13.4,38.49
"2024-07-13 14:00:00",13922,"Site 1",36.06351,-97.21697,330,13.39,36.9
"2024-07-13 15:00:00",13923,"Site 1",36.06351,-97.21697,330,13.39,37.69
"2024-07-13 16:00:00",13924,"Site 1",36.06351,-97.21697,330,13.39,38.2
"2024-07-13 17:00:00",13925,"Site 1",36.06351,-97.21697,330,13.39,36.15
"2024-07-13 18:00:00",13926,"Site 1",36.06351,-97.21697,330,13.39,35.22
"2024-07-13 19:00:00",13927,"Site 1",36.06351,-97.21697,330,13.39,34.41
"2024-07-13 20:00:00",13928,"Site 1",36.06351,-97.21697,330,13.09,30.12
"2024-07-13 21:00:00",13929,"Site 1",36.06351,-97.21697,330,12.94,27.73
"2024-07-13 22:00:00",13930,"Site 1",36.06351,-97.21697,330,12.79,25.86
"2024-07-13 23:00:00",13931,"Site 1",36.06351,-97.21697,330,12.71,24.81
"2024-07-14 00:00:00",13932,"Site 1",36.06351,-97.21697,330,12.69,24.54
"2024-07-14 01:00:00",13933,"Site 1",36.06351,-97.21697,330,12.67,23.68
"2024-07-14 02:00:00",13934,"Site 1",36.06351,-97.21697,330,12.66,23.55
"2024-07-14 03:00:00",13935,"Site 1",36.06351,-97.21697,330,12.66,23.69
"2024-07-14 04:00:00",13936,"Site 1",36.06351,-97.21697,330,12.65,23.33
"2024-07-14 05:00:00",13937,"Site 1",36.06351,-97.21697,330,12.64,22.87
"2024-07-14 06:00:00",13938,"Site 1",36.06351,-97.21697,330,12.62,22.24
"2024-07-14 07:00:00",13939,"Site 1",36.06351,-97.21697,330,12.62,22.49
"2024-07-14 08:00:00",13940,"Site 1",36.06351,-97.21697,330,12.74,25.41
"2024-07-14 09:00:00",13941,"Site 1",36.06351,-97.21697,330,13.15,28.93
"2024-07-14 10:00:00",13942,"Site 1",36.06351,-97.21697,330,13.45,34.75
"2024-07-14 11:00:00",13943,"Site 1",36.06351,-97.21697,330,13.42,35.83
"2024-07-14 12:00:00",13944,"Site 1",36.06351,-97.21697,330,13.42,35.22
"2024-07-14 13:00:00",13945,"Site 1",36.06351,-97.21697,330,13.42,37.3
"2024-07-14 14:00:00",13946,"Site 1",36.06351,-97.21697,330,13.39,38.07
"2024-07-14 15:00:00",13947,"Site 1",36.06351,-97.21697,330,13.39,39.22
"2024-07-14 16:00:00",13948,"Site 1",36.06351,-97.21697,330,13.36,39.79
"2024-07-14 17:00:00",13949,"Site 1",36.06351,-97.21697,330,13.37,40.14
"2024-07-14 18:00:00",13950,"Site 1",36.06351,-97.21697,330,13.36,39.03
"2024-07-14 19:00:00",13951,"Site 1",36.06351,-97.21697,330,13.36,36.58
"2024-07-14 20:00:00",13952,"Site 1",36.06351,-97.21697,330,13.13,33.34
"2024-07-14 21:00:00",13953,"Site 1",36.06351,-97.21697,330,12.9,30.05
"2024-07-14 22:00:00",13954,"Site 1",36.06351,-97.21697,330,12.76,28.21
"2024-07-14 23:00:00",13955,"Site 1",36.06351,-97.21697,330,12.7,27.5
"2024-07-15 00:00:00",13956,"Site 1",36.06351,-97.21697,330,12.68,27.35
"2024-07-15 01:00:00",13957,"Site 1",36.06351,-97.21697,330,12.67,26.78
"2024-07-15 02:00:00",13958,"Site 1",36.06351,-97.21697,330,12.67,25.67
"2024-07-15 03:00:00",13959,"Site 1",36.06351,-97.21697,330,12.66,24.65
"2024-07-15 04:00:00",13960,"Site 1",36.06351,-97.21697,330,12.65,24.44
"2024-07-15 05:00:00",13961,"Site 1",36.06351,-97.21697,330,12.64,23.66
"2024-07-15 06:00:00",13962,"Site 1",36.06351,-97.21697,330,12.62,22.23
"2024-07-15 07:00:00",13963,"Site 1",36.06351,-97.21697,330,12.62,21.66
"2024-07-15 08:00:00",13964,"Site 1",36.06351,-97.21697,330,12.74,25.1
"2024-07-15 09:00:00",13965,"Site 1",36.06351,-97.21697,330,13.17,28.97
"2024-07-15 10:00:00",13966,"Site 1",36.06351,-97.21697,330,13.45,34.97
"2024-07-15 11:00:00",13967,"Site 1",36.06351,-97.21697,330,13.4,36.27
"2024-07-15 12:00:00",13968,"Site 1",36.06351,-97.21697,330,13.39,37.91
"2024-07-15 13:00:00",13969,"Site 1",36.06351,-97.21697,330,13.35,40.49
"2024-07-15 14:00:00",13970,"Site 1",36.06351,-97.21697,330,13.36,39.78
"2024-07-15 15:00:00",13971,"Site 1",36.06351,-97.21697,330,13.34,41.05
"2024-07-15 16:00:00",13972,"Site 1",36.06351,-97.21697,330,13.34,40.96
"2024-07-15 17:00:00",13973,"Site 1",36.06351,-97.21697,330,13.34,41.75
"2024-07-15 18:00:00",13974,"Site 1",36.06351,-97.21697,330,13.34,40.72
"2024-07-15 19:00:00",13975,"Site 1",36.06351,-97.21697,330,13.33,38.23
"2024-07-15 20:00:00",13976,"Site 1",36.06351,-97.21697,330,13.1,34.01
"2024-07-15 21:00:00",13977,"Site 1",36.06351,-97.21697,330,12.87,30.48
"2024-07-15 22:00:00",13978,"Site 1",36.06351,-97.21697,330,12.74,29.07
"2024-07-15 23:00:00",13979,"Site 1",36.06351,-97.21697,330,12.69,28.65
"2024-07-16 00:00:00",13980,"Site 1",36.06351,-97.21697,330,12.68,28.83
"2024-07-16 01:00:00",13981,"Site 1",36.06351,-97.21697,330,12.67,28.7
"2024-07-16 02:00:00",13982,"Site 1",36.06351,-97.21697,330,12.67,28.29
"2024-07-16 03:00:00",13983,"Site 1",36.06351,-97.21697,330,12.66,27.52
"2024-07-16 04:00:00",13984,"Site 1",36.06351,-97.21697,330,12.65,27.67
"2024-07-16 05:00:00",13985,"Site 1",36.06351,-97.21697,330,12.64,27.89
"2024-07-16 06:00:00",13986,"Site 1",36.06351,-97.21697,330,12.63,27.63
"2024-07-16 07:00:00",13987,"Site 1",36.06351,-97.21697,330,12.62,26.21
"2024-07-16 08:00:00",13988,"Site 1",36.06351,-97.21697,330,12.66,25.86
"2024-07-16 09:00:00",13989,"Site 1",36.06351,-97.21697,330,13.06,27.39
"2024-07-16 10:00:00",13990,"Site 1",36.06351,-97.21697,330,13.45,30.63
"2024-07-16 11:00:00",13991,"Site 1",36.06351,-97.21697,330,13.47,32.06
"2024-07-16 12:00:00",13992,"Site 1",36.06351,-97.21697,330,13.43,36.96
"2024-07-16 13:00:00",13993,"Site 1",36.06351,-97.21697,330,13.42,36.88
"2024-07-16 14:00:00",13994,"Site 1",36.06351,-97.21697,330,13.41,36.57
"2024-07-16 15:00:00",13995,"Site 1",36.06351,-97.21697,330,13.41,35.72
"2024-07-16 16:00:00",13996,"Site 1",36.06351,-97.21697,330,13.41,37.33
"2024-07-16 17:00:00",13997,"Site 1",36.06351,-97.21697,330,13.39,37.79
"2024-07-16 18:00:00",13998,"Site 1",36.06351,-97.21697,330,13.39,37.44
"2024-07-16 19:00:00",13999,"Site 1",36.06351,-97.21697,330,13.39,36.11
"2024-07-16 20:00:00",14000,"Site 1",36.06351,-97.21697,330,13.15,33
"2024-07-16 21:00:00",14001,"Site 1",36.06351,-97.21697,330,12.91,29.5
"2024-07-16 22:00:00",14002,"Site 1",36.06351,-97.21697,330,12.77,27.75
"2024-07-16 23:00:00",14003,"Site 1",36.06351,-97.21697,330,12.71,27.15
"2024-07-17 00:00:00",14004,"Site 1",36.06351,-97.21697,330,12.69,27.5
"2024-07-17 01:00:00",14005,"Site 1",36.06351,-97.21697,330,12.68,27.4
"2024-07-17 02:00:00",14006,"Site 1",36.06351,-97.21697,330,12.67,22.79
"2024-07-17 03:00:00",14007,"Site 1",36.06351,-97.21697,330,12.66,22.12
"2024-07-17 04:00:00",14008,"Site 1",36.06351,-97.21697,330,12.64,20.99
"2024-07-17 05:00:00",14009,"Site 1",36.06351,-97.21697,330,12.63,20.58
"2024-07-17 06:00:00",14010,"Site 1",36.06351,-97.21697,330,12.62,20.59
"2024-07-17 07:00:00",14011,"Site 1",36.06351,-97.21697,330,12.61,20.92
"2024-07-17 08:00:00",14012,"Site 1",36.06351,-97.21697,330,12.63,21.37
"2024-07-17 09:00:00",14013,"Site 1",36.06351,-97.21697,330,12.81,23.09
"2024-07-17 10:00:00",14014,"Site 1",36.06351,-97.21697,330,13,26.03
"2024-07-17 11:00:00",14015,"Site 1",36.06351,-97.21697,330,12.77,26.04
"2024-07-17 12:00:00",14016,"Site 1",36.06351,-97.21697,330,12.75,28.52
"2024-07-17 13:00:00",14017,"Site 1",36.06351,-97.21697,330,13.54,27.87
"2024-07-17 14:00:00",14018,"Site 1",36.06351,-97.21697,330,13.56,29.45
"2024-07-17 15:00:00",14019,"Site 1",36.06351,-97.21697,330,13.49,33.56
"2024-07-17 16:00:00",14020,"Site 1",36.06351,-97.21697,330,13.44,35.42
"2024-07-17 17:00:00",14021,"Site 1",36.06351,-97.21697,330,13.44,35.95
"2024-07-17 18:00:00",14022,"Site 1",36.06351,-97.21697,330,13.44,35.6
"2024-07-17 19:00:00",14023,"Site 1",36.06351,-97.21697,330,13.44,34.09
"2024-07-17 20:00:00",14024,"Site 1",36.06351,-97.21697,330,13.21,31.34
"2024-07-17 21:00:00",14025,"Site 1",36.06351,-97.21697,330,12.96,25.88
"2024-07-17 22:00:00",14026,"Site 1",36.06351,-97.21697,330,12.81,22.71
"2024-07-17 23:00:00",14027,"Site 1",36.06351,-97.21697,330,12.73,21.71
"2024-07-18 00:00:00",14028,"Site 1",36.06351,-97.21697,330,12.7,20.94
"2024-07-18 01:00:00",14029,"Site 1",36.06351,-97.21697,330,12.68,20.94
"2024-07-18 02:00:00",14030,"Site 1",36.06351,-97.21697,330,12.66,20.2
"2024-07-18 03:00:00",14031,"Site 1",36.06351,-97.21697,330,12.66,19.6
"2024-07-18 04:00:00",14032,"Site 1",36.06351,-97.21697,330,12.64,19.14
"2024-07-18 05:00:00",14033,"Site 1",36.06351,-97.21697,330,12.63,18.52
"2024-07-18 06:00:00",14034,"Site 1",36.06351,-97.21697,330,12.61,18.15
"2024-09-13 10:00:00",15406,"Site 1",36.06351,-97.21697,330,13.55,29.56
"2024-09-13 11:00:00",15407,"Site 1",36.06351,-97.21697,330,13.45,34.42
"2024-09-13 12:00:00",15408,"Site 1",36.06351,-97.21697,330,13.4,37.38
"2024-09-13 13:00:00",15409,"Site 1",36.06351,-97.21697,330,13.38,39.46
"2024-09-13 14:00:00",15410,"Site 1",36.06351,-97.21697,330,13.36,39.1
"2024-09-13 15:00:00",15411,"Site 1",36.06351,-97.21697,330,13.36,40.08
"2024-09-13 16:00:00",15412,"Site 1",36.06351,-97.21697,330,13.36,40.44
"2024-09-13 17:00:00",15413,"Site 1",36.06351,-97.21697,330,13.35,40.05
"2024-09-13 18:00:00",15414,"Site 1",36.06351,-97.21697,330,13.35,38.06
"2024-09-13 19:00:00",15415,"Site 1",36.06351,-97.21697,330,13.18,33.26
"2024-09-13 20:00:00",15416,"Site 1",36.06351,-97.21697,330,12.89,26.42
"2024-09-13 21:00:00",15417,"Site 1",36.06351,-97.21697,330,12.75,23.41
"2024-09-13 22:00:00",15418,"Site 1",36.06351,-97.21697,330,12.7,22.74
"2024-09-13 23:00:00",15419,"Site 1",36.06351,-97.21697,330,12.67,21.99
"2024-09-14 00:00:00",15420,"Site 1",36.06351,-97.21697,330,12.66,21.36
"2024-09-14 01:00:00",15421,"Site 1",36.06351,-97.21697,330,12.66,21.29
"2024-09-14 02:00:00",15422,"Site 1",36.06351,-97.21697,330,12.66,20.6
"2024-09-14 03:00:00",15423,"Site 1",36.06351,-97.21697,330,12.64,20.01
"2024-09-14 04:00:00",15424,"Site 1",36.06351,-97.21697,330,12.63,19.24
"2024-09-14 05:00:00",15425,"Site 1",36.06351,-97.21697,330,12.62,18.92
"2024-09-14 06:00:00",15426,"Site 1",36.06351,-97.21697,330,12.6,18.92
"2024-09-14 07:00:00",15427,"Site 1",36.06351,-97.21697,330,12.59,18.64
"2024-09-14 08:00:00",15428,"Site 1",36.06351,-97.21697,330,12.59,18.78
"2024-09-14 09:00:00",15429,"Site 1",36.06351,-97.21697,330,12.97,23.38
"2024-09-14 10:00:00",15430,"Site 1",36.06351,-97.21697,330,13.42,25.41
"2024-09-14 11:00:00",15431,"Site 1",36.06351,-97.21697,330,13.5,30.33
"2024-09-14 12:00:00",15432,"Site 1",36.06351,-97.21697,330,13.45,34.78
"2024-09-14 13:00:00",15433,"Site 1",36.06351,-97.21697,330,13.4,37.55
"2024-09-14 14:00:00",15434,"Site 1",36.06351,-97.21697,330,13.41,36.88
"2024-09-14 15:00:00",15435,"Site 1",36.06351,-97.21697,330,13.38,38.35
"2024-09-14 16:00:00",15436,"Site 1",36.06351,-97.21697,330,13.38,39.12
"2024-09-14 17:00:00",15437,"Site 1",36.06351,-97.21697,330,13.38,38.69
"2024-09-14 18:00:00",15438,"Site 1",36.06351,-97.21697,330,13.38,37.01
"2024-09-14 19:00:00",15439,"Site 1",36.06351,-97.21697,330,13.21,32.72
"2024-09-14 20:00:00",15440,"Site 1",36.06351,-97.21697,330,12.89,27.63
"2024-09-14 21:00:00",15441,"Site 1",36.06351,-97.21697,330,12.76,25.96
"2024-09-14 22:00:00",15442,"Site 1",36.06351,-97.21697,330,12.71,24.64
"2024-09-14 23:00:00",15443,"Site 1",36.06351,-97.21697,330,12.68,22.92
"2024-09-15 00:00:00",15444,"Site 1",36.06351,-97.21697,330,12.67,22.23
"2024-09-15 01:00:00",15445,"Site 1",36.06351,-97.21697,330,12.66,21.6
"2024-09-15 02:00:00",15446,"Site 1",36.06351,-97.21697,330,12.66,21.63
"2024-09-15 03:00:00",15447,"Site 1",36.06351,-97.21697,330,12.65,21.19
"2024-09-15 04:00:00",15448,"Site 1",36.06351,-97.21697,330,12.64,21.09
"2024-09-15 05:00:00",15449,"Site 1",36.06351,-97.21697,330,12.63,20.59
"2024-09-15 06:00:00",15450,"Site 1",36.06351,-97.21697,330,12.62,19.79
"2024-09-15 07:00:00",15451,"Site 1",36.06351,-97.21697,330,12.6,19.14
"2024-09-15 08:00:00",15452,"Site 1",36.06351,-97.21697,330,12.6,19.82
"2024-09-15 09:00:00",15453,"Site 1",36.06351,-97.21697,330,12.98,22.48
"2024-09-15 10:00:00",15454,"Site 1",36.06351,-97.21697,330,13.16,28.34
"2024-09-15 11:00:00",15455,"Site 1",36.06351,-97.21697,330,13.47,33.97
"2024-09-15 12:00:00",15456,"Site 1",36.06351,-97.21697,330,13.42,35.99
"2024-09-15 13:00:00",15457,"Site 1",36.06351,-97.21697,330,13.42,37.09
"2024-09-15 14:00:00",15458,"Site 1",36.06351,-97.21697,330,13.39,37.83
"2024-09-15 15:00:00",15459,"Site 1",36.06351,-97.21697,330,13.36,39.24
"2024-09-15 16:00:00",15460,"Site 1",36.06351,-97.21697,330,13.36,39.71
"2024-09-15 17:00:00",15461,"Site 1",36.06351,-97.21697,330,13.35,39.21
"2024-09-15 18:00:00",15462,"Site 1",36.06351,-97.21697,330,13.35,37.19
"2024-09-15 19:00:00",15463,"Site 1",36.06351,-97.21697,330,13.19,32.61
"2024-09-15 20:00:00",15464,"Site 1",36.06351,-97.21697,330,12.89,27.37
"2024-09-15 21:00:00",15465,"Site 1",36.06351,-97.21697,330,12.76,24.73
"2024-09-15 22:00:00",15466,"Site 1",36.06351,-97.21697,330,12.7,22.17
"2024-09-15 23:00:00",15467,"Site 1",36.06351,-97.21697,330,12.68,20.81
"2024-09-16 00:00:00",15468,"Site 1",36.06351,-97.21697,330,12.66,20.62
"2024-09-16 01:00:00",15469,"Site 1",36.06351,-97.21697,330,12.66,19.92
"2024-09-16 02:00:00",15470,"Site 1",36.06351,-97.21697,330,12.65,19.87
"2024-09-16 03:00:00",15471,"Site 1",36.06351,-97.21697,330,12.65,19.17
"2024-09-16 04:00:00",15472,"Site 1",36.06351,-97.21697,330,12.64,18.41
"2024-09-16 05:00:00",15473,"Site 1",36.06351,-97.21697,330,12.63,17.54
"2024-09-16 06:00:00",15474,"Site 1",36.06351,-97.21697,330,12.61,16.64
"2024-09-16 07:00:00",15475,"Site 1",36.06351,-97.21697,330,12.6,16.7
"2024-09-16 08:00:00",15476,"Site 1",36.06351,-97.21697,330,12.6,17.4
"2024-09-16 09:00:00",15477,"Site 1",36.06351,-97.21697,330,13.12,22.45
"2024-09-16 10:00:00",15478,"Site 1",36.06351,-97.21697,330,13.55,29.6
"2024-09-16 11:00:00",15479,"Site 1",36.06351,-97.21697,330,13.49,33.22
"2024-09-16 12:00:00",15480,"Site 1",36.06351,-97.21697,330,13.42,36.41
"2024-09-16 13:00:00",15481,"Site 1",36.06351,-97.21697,330,13.38,38.29
"2024-09-16 14:00:00",15482,"Site 1",36.06351,-97.21697,330,13.39,38.46
"2024-09-16 15:00:00",15483,"Site 1",36.06351,-97.21697,330,13.38,39.47
"2024-09-16 16:00:00",15484,"Site 1",36.06351,-97.21697,330,13.36,39.42
"2024-09-16 17:00:00",15485,"Site 1",36.06351,-97.21697,330,13.35,39.31
"2024-09-16 18:00:00",15486,"Site 1",36.06351,-97.21697,330,13.35,36.82
"2024-09-16 19:00:00",15487,"Site 1",36.06351,-97.21697,330,13.2,32.29
"2024-09-16 20:00:00",15488,"Site 1",36.06351,-97.21697,330,12.89,26.63
"2024-09-16 21:00:00",15489,"Site 1",36.06351,-97.21697,330,12.76,24.17
"2024-09-16 22:00:00",15490,"Site 1",36.06351,-97.21697,330,12.7,23.14
"2024-09-16 23:00:00",15491,"Site 1",36.06351,-97.21697,330,12.68,22.26
"2024-09-17 00:00:00",15492,"Site 1",36.06351,-97.21697,330,12.67,22.07
"2024-09-17 01:00:00",15493,"Site 1",36.06351,-97.21697,330,12.66,21.35
"2024-09-17 02:00:00",15494,"Site 1",36.06351,-97.21697,330,12.66,20.29
"2024-09-17 03:00:00",15495,"Site 1",36.06351,-97.21697,330,12.65,19.34
"2024-09-17 04:00:00",15496,"Site 1",36.06351,-97.21697,330,12.64,18.75
