"TOA5","CR300Series_NRCS_A3","CR300","20805","CR300-CELL205.Std.10.07","CPU:nrcs_marena_A3.CR300","31781","Table_Batt"
"TIMESTAMP","RECORD","station","latitude","longitude","altitude","Batt_Min","PTemp"
"TS","RN","name","decdegrees","decdegrees","m","Volt","Deg C"
"","","Smp","Smp","Smp","Smp","Min","Smp"
"2023-08-27 07:00:00",6211,"Site 1",36.06351,-97.21697,330,12.63,22.2
"2023-08-27 08:00:00",6212,"Site 1",36.06351,-97.21697,330,12.64,22.32
"2023-08-27 09:00:00",6213,"Site 1",36.06351,-97.21697,330,13.1,26.17
"2023-08-27 10:00:00",6214,"Site 1",36.06351,-97.21697,330,13.5,32.75
"2023-08-27 11:00:00",6215,"Site 1",36.06351,-97.21697,330,13.45,34.67
"2023-08-27 12:00:00",6216,"Site 1",36.06351,-97.21697,330,13.43,36.64
"2023-08-27 13:00:00",6217,"Site 1",36.06351,-97.21697,330,13.41,35.81
"2023-08-27 14:00:00",6218,"Site 1",36.06351,-97.21697,330,13.42,36.13
"2023-08-27 15:00:00",6219,"Site 1",36.06351,-97.21697,330,13.42,36.93
"2023-08-27 16:00:00",6220,"Site 1",36.06351,-97.21697,330,13.4,37.07
"2023-08-27 17:00:00",6221,"Site 1",36.06351,-97.21697,330,13.4,37.06
"2023-08-27 18:00:00",6222,"Site 1",36.06351,-97.21697,330,13.39,35.9
"2023-08-27 19:00:00",6223,"Site 1",36.06351,-97.21697,330,13.39,32.82
"2023-08-27 20:00:00",6224,"Site 1",36.06351,-97.21697,330,13.1,27.06
"2023-08-27 21:00:00",6225,"Site 1",36.06351,-97.21697,330,12.91,23.09
"2023-08-27 22:00:00",6226,"Site 1",36.06351,-97.21697,330,12.79,21.87
"2023-08-27 23:00:00",6227,"Site 1",36.06351,-97.21697,330,12.72,21.14
"2023-08-28 00:00:00",6228,"Site 1",36.06351,-97.21697,330,12.69,19.7
"2023-08-28 01:00:00",6229,"Site 1",36.06351,-97.21697,330,12.68,18.11
"2023-08-28 02:00:00",6230,"Site 1",36.06351,-97.21697,330,12.67,18.01
"2023-08-28 03:00:00",6231,"Site 1",36.06351,-97.21697,330,12.67,17.88
"2023-08-28 04:00:00",6232,"Site 1",36.06351,-97.21697,330,12.66,17.46
"2023-08-28 05:00:00",6233,"Site 1",36.06351,-97.21697,330,12.65,16.34
"2023-08-28 06:00:00",6234,"Site 1",36.06351,-97.21697,330,12.63,15.41
"2023-08-28 07:00:00",6235,"Site 1",36.06351,-97.21697,330,12.62,14.97
"2023-08-28 08:00:00",6236,"Site 1",36.06351,-97.21697,330,12.65,16.6
"2023-08-28 09:00:00",6237,"Site 1",36.06351,-97.21697,330,13.09,22.74
"2023-08-28 10:00:00",6238,"Site 1",36.06351,-97.21697,330,13.56,29.95
"2023-08-28 11:00:00",6239,"Site 1",36.06351,-97.21697,330,13.48,32.83
"2023-08-28 12:00:00",6240,"Site 1",36.06351,-97.21697,330,13.43,35.22
"2023-08-28 13:00:00",6241,"Site 1",36.06351,-97.21697,330,13.41,37.13
"2023-08-28 14:00:00",6242,"Site 1",36.06351,-97.21697,330,13.42,35.43
"2023-08-28 15:00:00",6243,"Site 1",36.06351,-97.21697,330,13.42,35.96
"2023-08-28 16:00:00",6244,"Site 1",36.06351,-97.21697,330,13.42,36.31
"2023-08-28 17:00:00",6245,"Site 1",36.06351,-97.21697,330,13.42,35.71
"2023-08-28 18:00:00",6246,"Site 1",36.06351,-97.21697,330,13.42,33.97
"2023-08-28 19:00:00",6247,"Site 1",36.06351,-97.21697,330,13.42,30.7
"2023-08-28 20:00:00",6248,"Site 1",36.06351,-97.21697,330,13.11,23.78
"2023-08-28 21:00:00",6249,"Site 1",36.06351,-97.21697,330,12.92,19.19
"2023-08-28 22:00:00",6250,"Site 1",36.06351,-97.21697,330,12.81,17.41
"2023-08-28 23:00:00",6251,"Site 1",36.06351,-97.21697,330,12.73,16.52
"2023-08-29 00:00:00",6252,"Site 1",36.06351,-97.21697,330,12.69,15.98
"2023-08-29 01:00:00",6253,"Site 1",36.06351,-97.21697,330,12.67,15.47
"2023-08-29 02:00:00",6254,"Site 1",36.06351,-97.21697,330,12.67,14.82
"2023-08-29 03:00:00",6255,"Site 1",36.06351,-97.21697,330,12.66,14.62
"2023-08-29 04:00:00",6256,"Site 1",36.06351,-97.21697,330,12.65,14.89
"2023-08-29 05:00:00",6257,"Site 1",36.06351,-97.21697,330,12.64,14.83
"2023-08-29 06:00:00",6258,"Site 1",36.06351,-97.21697,330,12.62,14.83
"2023-08-29 07:00:00",6259,"Site 1",36.06351,-97.21697,330,12.61,14.85
"2023-08-29 08:00:00",6260,"Site 1",36.06351,-97.21697,330,12.64,16.52
"2023-08-29 09:00:00",6261,"Site 1",36.06351,-97.21697,330,13.14,21.43
"2023-08-29 10:00:00",6262,"Site 1",36.06351,-97.21697,330,13.56,28.66
"2023-08-29 11:00:00",6263,"Site 1",36.06351,-97.21697,330,13.46,34.66
"2023-08-29 12:00:00",6264,"Site 1",36.06351,-97.21697,330,13.38,38.49
"2023-08-29 13:00:00",6265,"Site 1",36.06351,-97.21697,330,13.34,40.64
"2023-08-29 14:00:00",6266,"Site 1",36.06351,-97.21697,330,13.35,38.72
"2023-08-29 15:00:00",6267,"Site 1",36.06351,-97.21697,330,13.35,40.16
"2023-08-29 16:00:00",6268,"Site 1",36.06351,-97.21697,330,13.35,39.37
"2023-08-29 17:00:00",6269,"Site 1",36.06351,-97.21697,330,13.34,36.21
"2023-08-29 18:00:00",6270,"Site 1",36.06351,-97.21697,330,13.37,33.83
"2023-08-29 19:00:00",6271,"Site 1",36.06351,-97.21697,330,13.33,29.99
"2023-08-29 20:00:00",6272,"Site 1",36.06351,-97.21697,330,13.03,25.77
"2023-08-29 21:00:00",6273,"Site 1",36.06351,-97.21697,330,12.86,22.88
"2023-08-29 22:00:00",6274,"Site 1",36.06351,-97.21697,330,12.76,21.57
"2023-08-29 23:00:00",6275,"Site 1",36.06351,-97.21697,330,12.71,21.1
"2023-08-30 00:00:00",6276,"Site 1",36.06351,-97.21697,330,12.68,21
"2023-08-30 01:00:00",6277,"Site 1",36.06351,-97.21697,330,12.68,19.48
"2023-08-30 02:00:00",6278,"Site 1",36.06351,-97.21697,330,12.67,18.41
"2023-08-30 03:00:00",6279,"Site 1",36.06351,-97.21697,330,12.66,18.82
"2023-08-30 04:00:00",6280,"Site 1",36.06351,-97.21697,330,12.65,18.71
"2023-08-30 05:00:00",6281,"Site 1",36.06351,-97.21697,330,12.63,17.17
"2023-08-30 06:00:00",6282,"Site 1",36.06351,-97.21697,330,12.62,16.39
"2023-08-30 07:00:00",6283,"Site 1",36.06351,-97.21697,330,12.6,16.96
"2023-08-30 08:00:00",6284,"Site 1",36.06351,-97.21697,330,12.62,18.31
"2023-08-30 09:00:00",6285,"Site 1",36.06351,-97.21697,330,13.06,22.39
"2023-08-30 10:00:00",6286,"Site 1",36.06351,-97.21697,330,13.53,30.25
"2023-08-30 11:00:00",6287,"Site 1",36.06351,-97.21697,330,13.46,33.86
"2023-08-30 12:00:00",6288,"Site 1",36.06351,-97.21697,330,13.43,35.96
"2023-08-30 13:00:00",6289,"Site 1",36.06351,-97.21697,330,13.38,38.44
"2023-08-30 14:00:00",6290,"Site 1",36.06351,-97.21697,330,13.4,37.9
"2023-08-30 15:00:00",6291,"Site 1",36.06351,-97.21697,330,13.4,38.16
"2023-08-30 16:00:00",6292,"Site 1",36.06351,-97.21697,330,13.4,37.91
"2023-08-30 17:00:00",6293,"Site 1",36.06351,-97.21697,330,13.4,37.71
"2023-08-30 18:00:00",6294,"Site 1",36.06351,-97.21697,330,13.39,36.15
"2023-08-30 19:00:00",6295,"Site 1",36.06351,-97.21697,330,13.39,32.05
"2023-08-30 20:00:00",6296,"Site 1",36.06351,-97.21697,330,13.08,25.32
"2023-08-30 21:00:00",6297,"Site 1",36.06351,-97.21697,330,12.9,21.29
"2023-08-30 22:00:00",6298,"Site 1",36.06351,-97.21697,330,12.78,19.73
"2023-08-30 23:00:00",6299,"Site 1",36.06351,-97.21697,330,12.71,18.44
"2023-08-31 00:00:00",6300,"Site 1",36.06351,-97.21697,330,12.68,17.61
"2023-08-31 01:00:00",6301,"Site 1",36.06351,-97.21697,330,12.67,17.06
"2023-08-31 02:00:00",6302,"Site 1",36.06351,-97.21697,330,12.67,16.23
"2023-08-31 03:00:00",6303,"Site 1",36.06351,-97.21697,330,12.66,15.7
"2023-08-31 04:00:00",6304,"Site 1",36.06351,-97.21697,330,12.65,15.4
"2023-08-31 05:00:00",6305,"Site 1",36.06351,-97.21697,330,12.64,14.94
"2023-08-31 06:00:00",6306,"Site 1",36.06351,-97.21697,330,12.62,14.46
"2023-08-31 07:00:00",6307,"Site 1",36.06351,-97.21697,330,12.61,14.3
"2023-08-31 08:00:00",6308,"Site 1",36.06351,-97.21697,330,12.63,16.56
"2023-08-31 09:00:00",6309,"Site 1",36.06351,-97.21697,330,13.09,22.92
"2023-08-31 10:00:00",6310,"Site 1",36.06351,-97.21697,330,13.54,30.2
"2023-08-31 11:00:00",6311,"Site 1",36.06351,-97.21697,330,13.48,33.11
"2023-08-31 12:00:00",6312,"Site 1",36.06351,-97.21697,330,13.43,36.16
"2023-08-31 13:00:00",6313,"Site 1",36.06351,-97.21697,330,13.38,38.86
"2023-08-31 14:00:00",6314,"Site 1",36.06351,-97.21697,330,13.4,38.03
"2023-08-31 15:00:00",6315,"Site 1",36.06351,-97.21697,330,13.4,38.13
"2023-08-31 16:00:00",6316,"Site 1",36.06351,-97.21697,330,13.4,38.68
"2023-08-31 17:00:00",6317,"Site 1",36.06351,-97.21697,330,13.39,38.09
"2023-08-31 18:00:00",6318,"Site 1",36.06351,-97.21697,330,13.39,36.53
"2023-08-31 19:00:00",6319,"Site 1",36.06351,-97.21697,330,13.39,32.73
"2023-08-31 20:00:00",6320,"Site 1",36.06351,-97.21697,330,13.06,26.13
"2023-08-31 21:00:00",6321,"Site 1",36.06351,-97.21697,330,12.88,21.77
"2023-08-31 22:00:00",6322,"Site 1",36.06351,-97.21697,330,12.77,20.76
"2023-08-31 23:00:00",6323,"Site 1",36.06351,-97.21697,330,12.71,19.21
"2023-09-01 00:00:00",6324,"Site 1",36.06351,-97.21697,330,12.68,18.31
"2023-09-01 01:00:00",6325,"Site 1",36.06351,-97.21697,330,12.68,17.71
"2023-09-01 02:00:00",6326,"Site 1",36.06351,-97.21697,330,12.67,17.14
"2023-09-01 03:00:00",6327,"Site 1",36.06351,-97.21697,330,12.66,17.06
"2023-09-01 04:00:00",6328,"Site 1",36.06351,-97.21697,330,12.65,17.1
"2023-09-01 05:00:00",6329,"Site 1",36.06351,-97.21697,330,12.63,16.85
"2023-09-01 06:00:00",6330,"Site 1",36.06351,-97.21697,330,12.62,16.52
"2023-09-01 07:00:00",6331,"Site 1",36.06351,-97.21697,330,12.6,15.76
"2023-09-01 08:00:00",6332,"Site 1",36.06351,-97.21697,330,12.62,16.92
"2023-09-01 09:00:00",6333,"Site 1",36.06351,-97.21697,330,13.08,22.73
"2023-09-01 10:00:00",6334,"Site 1",36.06351,-97.21697,330,13.56,29.6
"2023-09-01 11:00:00",6335,"Site 1",36.06351,-97.21697,330,13.48,33.02
"2023-09-01 12:00:00",6336,"Site 1",36.06351,-97.21697,330,13.43,36.1
"2023-09-01 13:00:00",6337,"Site 1",36.06351,-97.21697,330,13.38,39
"2023-09-01 14:00:00",6338,"Site 1",36.06351,-97.21697,330,13.37,38.93
"2023-09-01 15:00:00",6339,"Site 1",36.06351,-97.21697,330,13.37,39.75
"2023-09-01 16:00:00",6340,"Site 1",36.06351,-97.21697,330,13.35,40.65
"2023-09-01 17:00:00",6341,"Site 1",36.06351,-97.21697,330,13.35,39.24
"2023-09-01 18:00:00",6342,"Site 1",36.06351,-97.21697,330,13.34,37.51
"2023-09-01 19:00:00",6343,"Site 1",36.06351,-97.21697,330,13.34,33.76
"2023-09-01 20:00:00",6344,"Site 1",36.06351,-97.21697,330,13.04,26.88
"2023-09-01 21:00:00",6345,"Site 1",36.06351,-97.21697,330,12.86,22.63
"2023-09-01 22:00:00",6346,"Site 1",36.06351,-97.21697,330,12.76,20.77
"2023-09-01 23:00:00",6347,"Site 1",36.06351,-97.21697,330,12.7,20.35
"2023-09-02 00:00:00",6348,"Site 1",36.06351,-97.21697,330,12.68,19.33
"2023-09-02 01:00:00",6349,"Site 1",36.06351,-97.21697,330,12.68,18.53
"2023-09-02 02:00:00",6350,"Site 1",36.06351,-97.21697,330,12.67,17.18
"2023-09-02 03:00:00",6351,"Site 1",36.06351,-97.21697,330,12.66,16.26
"2023-09-02 04:00:00",6352,"Site 1",36.06351,-97.21697,330,12.64,15.87
"2023-09-02 05:00:00",6353,"Site 1",36.06351,-97.21697,330,12.63,15.34
"2023-09-02 06:00:00",6354,"Site 1",36.06351,-97.21697,330,12.62,14.84
"2023-09-02 07:00:00",6355,"Site 1",36.06351,-97.21697,330,12.6,14.55
"2023-09-02 08:00:00",6356,"Site 1",36.06351,-97.21697,330,12.62,15.53
"2023-09-02 09:00:00",6357,"Site 1",36.06351,-97.21697,330,13.09,22.35
"2023-09-02 10:00:00",6358,"Site 1",36.06351,-97.21697,330,13.53,30.27
"2023-09-02 11:00:00",6359,"Site 1",36.06351,-97.21697,330,13.46,34.85
"2023-09-02 12:00:00",6360,"Site 1",36.06351,-97.21697,330,13.41,37.8
"2023-09-02 13:00:00",6361,"Site 1",36.06351,-97.21697,330,13.36,40.15
"2023-09-02 14:00:00",6362,"Site 1",36.06351,-97.21697,330,13.37,40.11
"2023-09-02 15:00:00",6363,"Site 1",36.06351,-97.21697,330,13.35,40.78
"2023-09-02 16:00:00",6364,"Site 1",36.06351,-97.21697,330,13.35,39.96
"2023-09-02 17:00:00",6365,"Site 1",36.06351,-97.21697,330,13.34,39.18
"2023-09-02 18:00:00",6366,"Site 1",36.06351,-97.21697,330,13.34,37.5
